Time,Table disp,Act dis,Acc RF, Acc 2F,Acc 1F,Delta P,Voltage command,Dis command
0.01953125,0.0015033633,-13.734211,-0.7396765136486376,-1.231179171773249,-0.4804363420900878,-0.15396629,0.014065458,0.0
0.024414063,0.00091794657,-13.734605,-4.186765998546285,-7.342133108139395,-2.7985020829445184,-0.14641486,0.014101289,1.9300725e-08
0.029296875,0.0010374748,-13.733799,-9.607687373836072,-17.627516440072874,-6.626840751195936,-0.14389776,0.014088536,2.2552634e-07
0.034179688,0.00075767003,-13.733088,-11.358152402989559,-21.659296100250362,-8.202599400119814,-0.13914461,0.014106828,1.0412519e-06
0.0390625,0.0011189713,-13.73514,-8.57356434771536,-16.163821747197147,-6.057142717809104,-0.13330142,0.014050943,2.3089842e-06
0.043945313,0.0009220214,-13.734683,-9.75670915574436,-14.442255206957691,-3.741985132838762,-0.13470903,0.014088663,3.2358871e-06
0.048828125,0.0012914723,-13.735401,-17.06434056809971,-20.642680733720265,-2.6567256105908132,-0.13533808,0.014061249,3.5087596e-06
0.053710938,0.0010035179,-13.734794,-19.269385153622256,-22.719065681624645,-1.3673167504807777,-0.13466905,0.014095745,3.6388608e-06
0.05859375,0.0014884223,-13.73479,-11.652568228445599,-20.00708939017182,-1.5598440304785743,-0.13478072,0.014047827,3.5572959e-06
0.063476563,0.0012072593,-13.735238,-6.205007339068034,-22.824201498466415,-3.7871909175489886,-0.13034999,0.014056194,1.9353593e-06
0.068359375,0.00091794657,-13.734033,-11.266498765302956,-28.801310971811034,-4.5370757840719556,-0.12893954,0.01408187,-9.2908033e-07
0.073242188,0.00092609623,-13.735908,-19.340812900498303,-27.21763341707444,-5.481084598093983,-0.12362185,0.014057147,-2.1428239e-06
0.078125,0.0012914723,-13.734609,-22.81202979824429,-18.610508218255454,-10.02498235268143,-0.12031449,0.014008551,7.1369249e-07
0.083007813,0.00091115519,-13.7347,-23.205015834653118,-13.793217516235911,-11.610557247804485,-0.11892435,0.014046222,7.1866184e-06
0.087890625,0.0010252503,-13.733057,-21.217288652113538,-15.11169264351827,-6.31385298175446,-0.12083605,0.014043774,1.4828274e-05
0.092773438,0.0011542864,-13.732934,-13.638327292234658,-12.460914147817915,-2.8043982637530527,-0.11716058,0.014008551,2.1010128e-05
0.09765625,0.0011936765,-13.73542,-3.6038684807231474,-4.438174704312545,-4.443091159551545,-0.12219783,0.014022221,2.4206238e-05
0.10253906,0.00066123251,-13.733072,-0.06023595697146675,-2.588032254590104,-4.234609732641705,-0.12209958,0.014073516,2.5027353e-05
0.10742188,0.0015780685,-13.734277,-2.532875611983971,-7.415072133908912,-1.265256207801589,-0.11611782,0.013937883,2.5918258e-05
0.11230469,0.00071963831,-13.734459,-1.2763776632947537,-7.726220318592596,-1.6882351149544526,-0.11278363,0.014007101,2.8707396e-05
0.1171875,0.0014286581,-13.735003,5.195155598966488,-2.861680936959352,-5.832993291469962,-0.1065091,0.013897893,3.275272e-05
0.12207031,0.00060146837,-13.733456,7.343997956865582,0.4591413654445661,-7.7490396000979,-0.10515275,0.013970357,3.6607089e-05
0.12695313,0.0010524158,-13.733652,0.5497441862072695,2.220768287350041,-5.1061180177465415,-0.10724863,0.013926314,4.0698691e-05
0.13183594,0.00091115519,-13.735519,-6.261722075852654,2.898454160993991,-1.2550335678455247,-0.10376081,0.01391791,4.6653713e-05
0.13671875,0.00093832071,-13.734446,-4.078161865986685,-0.2230391576148338,0.7095220889674402,-0.10125148,0.013897361,5.46958e-05
0.14160156,0.00060418493,-13.734865,0.9853900911550466,-4.778834261818462,-0.17746938998098488,-0.095567957,0.013895911,6.3527252e-05
0.14648438,0.00026869087,-13.734946,-0.9302593930016182,-6.323102542026688,-3.9003386747428754,-0.096514612,0.013929239,7.2024952e-05
0.15136719,0.00054713734,-13.733045,-6.269777982014288,-6.608520141512537,-8.274651249384787,-0.096432842,0.013887088,7.9302561e-05
0.15625,0.00074408727,-13.735286,-7.53313927948654,-9.637069904251797,-10.688988511403469,-0.09279944,0.013834431,8.4028652e-05
0.16113281,0.00095462002,-13.734748,-6.474591681189338,-15.250554495139852,-10.404066095738015,-0.089926623,0.013785218,8.5691761e-05
0.16601563,0.0011379871,-13.734726,-8.22544855850253,-19.848692114735474,-7.4455487048444695,-0.092920989,0.013769606,8.598726e-05
0.17089844,0.0015767101,-13.735198,-14.049847819781341,-19.24338945004125,-3.7031779276341106,-0.09582267,0.013725895,8.7151173e-05
0.17578125,0.00097227754,-13.735854,-20.99853567582923,-14.381146000979566,-2.7123724659779618,-0.097325161,0.01377949,8.9245361e-05
